,data_index,created_at,post_id,user_id,user_name,screen_name,user_location,profile_url,profile_description,quote_count,reply_count,retweet_count,favorite_count,lang,followers_count,verified,friends_count,listed_count,statuses_count,profile_created_at,profile_image_url,media_url,retweeted_media_url,profile,google_entities,spam,clean
1387,1387,Thu Jan 28 15:52:34 +0000 2021,1354819665860595968,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,0,0,0,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/Es1JTOVUUAIpzYj.jpg,,JustEatUK,"{'google_entities_name': ['@Laulmary', 'Lauren', 'MK https://t.co/p4p6HbFgyN'], 'google_entities_type': ['OTHER', 'PERSON', 'OTHER']}",0,"We hear you Lauren, hopefully not long! ^MK"
1388,1388,Tue Jan 26 09:00:01 +0000 2021,1353991068329545984,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,10,2,5,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Erw4SCbXYAIiknw.png,,JustEatUK,"{'google_entities_name': ['Veganuary', 'Greggs', 'https://t.co/XyDSiu5hvO https://t.co/WKFBaXlIqk', 'Just Eat', '£1.99', '£5', '5', '1.99'], 'google_entities_type': ['PERSON', 'ORGANIZATION', 'OTHER', 'ORGANIZATION', 'PRICE', 'PRICE', 'NUMBER', 'NUMBER']}",0,"Veganuary, done right Get Greggs delivered for just when you spend exclusively by Just Eat. Order here:"
1389,1389,Tue Jan 19 12:30:00 +0000 2021,1351507197814066944,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",1,4,1,7,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Erw38bRXIAArK70.png,,JustEatUK,"{'google_entities_name': ['KFC Original Recipe Vegan Burger', 'door', 'https://t.co/XyDSitNGEg https://t.co/itRnbsogVT', '£1.99', '£5', '1.99', '5'], 'google_entities_type': ['CONSUMER_GOOD', 'OTHER', 'OTHER', 'PRICE', 'PRICE', 'NUMBER', 'NUMBER']}",0,Get the KFC Original Recipe Vegan Burger delivered to your door for just when you spend . Order here:
1391,1391,Sat Jan 16 19:59:52 +0000 2021,1350533245499305984,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,1,0,1,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/Er4O0w4W4AAa5Ry.jpg,,JustEatUK,"{'google_entities_name': ['@HannMariee__', 'MK https://t.co/fxWdYLCGzg'], 'google_entities_type': ['OTHER', 'OTHER']}",0,We'll wait till the time is right ^MK
1392,1392,Tue Jan 12 12:31:13 +0000 2021,1348970791384264960,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,0,0,2,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/EriBx_zXcAApdL_.jpg,,JustEatUK,"{'google_entities_name': ['@RCWxo', 'Renee', 'MK https://t.co/8WXYtE6uFU', '8'], 'google_entities_type': ['PERSON', 'PERSON', 'OTHER', 'NUMBER']}",0,You've made us proud Renee! ^MK
1393,1393,Wed Dec 23 17:00:02 +0000 2020,1341790680700502016,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",1,17,5,20,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Ep79bpBXcAEx_IX.png,,JustEatUK,"{'google_entities_name': ['support', '@foodcycle', '@SocialBite_', 'people', 'meals', 'Christmas', 'difference', 'https://t.co/AeeTnl1TNy'], 'google_entities_type': ['OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'EVENT', 'OTHER', 'OTHER']}",0,"Together, we worked with and to provide Christmas meals and support for homeless and vulnerable people. Thank you for helping to make a difference."
1394,1394,Tue Dec 22 17:00:02 +0000 2020,1341428292402913024,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,16,0,5,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Ep1saVzWwAAZy8j.png,,JustEatUK,"{'google_entities_name': ['way', 'specials', 'Christmassy', 'door', 'https://t.co/HLUeOCFbmM https://t.co/s88kUXksKX'], 'google_entities_type': ['OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER']}",0,"December is the Friday of the year, so what better way to celebrate than with Fridays delicious Christmassy specials delivered to your door? Order yours here"
1395,1395,Thu Dec 17 12:31:58 +0000 2020,1339548892082434048,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,5,1,5,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EpcHQ5NW4AAoEeu.jpg,,JustEatUK,"{'google_entities_name': ['range', 'Prezzo', 'favourites', 'yuletide', 'sprinkling', 'https://t.co/HLUeOCnAve https://t.co/hvGICxD0ML'], 'google_entities_type': ['OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER']}",0,Prezzos range of festive favourites have a sprinkling of yuletide yum. Theyre just a tap away this December. Order now:
1396,1396,Thu Dec 10 17:00:00 +0000 2020,1337079633175450112,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,6,1,7,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Eo4yUn2WEAYkB_v.png,,JustEatUK,"{'google_entities_name': ['favourites', 'flavours', 'Zizzi', 'https://t.co/HLUeOCFbmM https://t.co/PTCyjrVVYF'], 'google_entities_type': ['PERSON', 'OTHER', 'PERSON', 'OTHER']}",0,Feeling dough-ho-ho this Christmas? Zizzis festive flavours and famous favourites are just a tap away this December. Order yours here:
1397,1397,Mon Dec 07 13:14:17 +0000 2020,1335935663296930048,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",3,3,9,20,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EooxfZLXEAETOr6.jpg,,JustEatUK,"{'google_entities_name': ['charities', '@socialbite_', 'meals', 'people', '@FoodCycle', 'checkout', 'Card payments', 'donations', 'Eat', 'https://t.co/ythF2HIXZn'], 'google_entities_type': ['ORGANIZATION', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER']}",0,"Were working with charities and to help provide Christmas meals for at least homeless and vulnerable people. Donate , , or at checkout and we'll match it. T&amp;Cs apply. Card payments only. Just Eat will match donations up to ."
1398,1398,Sat Dec 05 11:00:00 +0000 2020,1335177094263868928,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",10,213,15,71,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EoaUz7uXMAQ0GVt.png,,JustEatUK,"{'google_entities_name': ['oil painting', 'house', 'Snoop Dogg', 'tweet', 'Competition', 'competition', '#DidSomebodySaySnoop', 'Cs', 'painting', 'vid'], 'google_entities_type': ['OTHER', 'LOCATION', 'PERSON', 'WORK_OF_ART', 'EVENT', 'OTHER', 'OTHER', 'ORGANIZATION', 'WORK_OF_ART', 'WORK_OF_ART']}",1,Ever wanted an oil painting of Snoop Dogg in your house? Yeah weve got a kinda weird competition here. Reply to this tweet with the did somebody say snoop to win the painting in this vid. T&amp;Cs apply. Competition ends Midnight on December.
1400,1400,Wed Oct 28 11:18:18 +0000 2020,1321410962822468096,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,26,4,6,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/ElaYGzAXEAEr7d-.jpg,,JustEatUK,"{'google_entities_name': ['sip', 'Pumpkin Spice Latte', 'treats', 'minimum', '@GreggsOfficial', 'Halloween2020 https://t.co/pcHC4VQZ09', 'Just Eat'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER']}",1,Cant wait for that first sip of a Pumpkin Spice Latte? Get treats delivered only on Just Eat with no minimum spend halloween 2020
1402,1402,Thu Sep 03 08:24:20 +0000 2020,1301435848139960064,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",3,34,12,15,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Eg-ffl2WkAAMKiS.png,,JustEatUK,"{'google_entities_name': ['Sausage &amp', 'Egg McMuffin', 'https://t.co/R7kCu5GdJX', 'BREAKFAST25', 'brekkie', 'Offer', 'restaurants', 'use', ""McDonald's"", 'T&amp'], 'google_entities_type': ['CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'ORGANIZATION', 'PERSON']}",0,Sausage &amp; Egg McMuffin? Get  off brekkie* with code BREAKFAST25 Order now: *Offer ends th September. Participating McDonald's restaurants only. Valid from -11am. One time use. Full T&amp;Cs apply.
1403,1403,Mon Jul 20 11:47:00 +0000 2020,1285179396509150976,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,4,4,8,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EdXbEHkXgAEUQc1.png,,JustEatUK,"{'google_entities_name': ['iFollow', '@EFL', 'season', 'style', 'team', '⚽️', 'Cs', 'T&amp', 'Competition', 'https://t.co/8TggOukFrC'], 'google_entities_type': ['OTHER', 'OTHER', 'EVENT', 'OTHER', 'ORGANIZATION', 'OTHER', 'ORGANIZATION', 'OTHER', 'EVENT', 'OTHER']}",0,Win a free iFollow Match Pass to watch your favourite team and end the season in style (T&amp;Cs apply) Enter here: . Competition ends July at pm.
1404,1404,Fri Jul 17 11:02:00 +0000 2020,1284080908555833088,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,6,2,7,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EdDZilyXYAAcyDD.jpg,,JustEatUK,"{'google_entities_name': ['seatbelts', 'dining experience', 'cinema experience', 'Food', 'car disco', 'Stand up comedy', 'Retro', 'At The Drive In Cinema', 'Tickets', 'Silent'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER']}",0,Fasten your seatbelts Serving up your drive-in dining experience with At The Drive In Cinema Retro drive-in cinema experience Food from dates across UK Silent car disco Stand up comedy Tickets:
1408,1408,Mon Jun 29 09:10:00 +0000 2020,1277529740891442944,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,4,2,7,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Eba6ZRKXYAAhXmJ.jpg,,JustEatUK,"{'google_entities_name': ['communities', 'drinks', '@Pret_uk', 'NHS Heroes', 'Pret LOVEs Heroes Bar', 'way', 'sale', 'love', 'NHS Charities', 'https://t.co/dXqHpCpIch'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'CONSUMER_GOOD', 'OTHER', 'EVENT', 'OTHER', 'ORGANIZATION', 'OTHER']}",1,"good deed feed not only did feed the most vulnerable communities, they also supported NHS Heroes by giving away hot drinks and created the Pret LOVEs Heroes Bar with p of every sale going to NHS Charities together. Now thats a way to spread the love"
1409,1409,Thu Jun 25 14:30:00 +0000 2020,1276160722171387904,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",2,0,2,10,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EbXQSW9WkAAs9PA.jpg,,JustEatUK,"{'google_entities_name': ['first', 'eSoccer Aid', '@socceraid', '@UNICEF_uk', 'partner', 'Twitch', 'https://t.co/5V8QJw30uz https://t.co/26dDmEVStq', '26', '5', '5'], 'google_entities_type': ['OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER']}",0,It's the first ever eSoccer Aid this Saturday and were proud to be an official for partner Tune in on Twitch at pm
1410,1410,Fri Jun 19 15:26:08 +0000 2020,1274000520605203968,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,8,3,9,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Ea4oGSaXYAEJJQe.jpg,,JustEatUK,"{'google_entities_name': ['bakes', 'Just Eat', 'https://t.co/losGEP4wEd https://t.co/D0ct0B3gxQ', 'area'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'OTHER', 'LOCATION']}",0,"The bakes are back, only delivered by Just Eat. Have we rolled out in your area yet? Find out at"
1411,1411,Fri Jun 19 15:23:58 +0000 2020,1273999975740030976,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,0,0,0,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/Ea4oGSaXYAEJJQe.jpg,,JustEatUK,"{'google_entities_name': ['bakes', 'Just Eat', 'https://t.co/losGEP4wEd https://t.co/jdABZ0iub1', 'area'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'OTHER', 'LOCATION']}",0,"The bakes are back, only delivered by Just Eat. Have we rolled out in your area yet? Find out at"
1412,1412,Wed Jun 03 11:30:00 +0000 2020,1268142889315586048,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",2,21,2,15,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EZk-ARVWsAUN3iu.jpg,,JustEatUK,"{'google_entities_name': ['buckets', 'pieces', 'Recipe Chicken', 'Offer', 'restaurants', 'T&amp', 'delivery', 'Cs Apply', 'https://t.co/gP9A0PGcAp', '21 June'], 'google_entities_type': ['OTHER', 'WORK_OF_ART', 'WORK_OF_ART', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'DATE']}",0,"The buckets are back! Grab pieces of Original Recipe Chicken for only , for a limited time only Offer is only available on delivery until June. At participating restaurants only. T&amp;Cs Apply."
1414,1414,Sun May 24 10:30:00 +0000 2020,1264503910410014976,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,2,6,17,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYnOXoWXgAIH-3p.jpg,,JustEatUK,"{'google_entities_name': ['orders', 'Restaurant Partners', 'wings', '@NatEmergTrust', '#NHSCharitiesTogether', 'Cs', 'T&amp', 'https://t.co/IU08TmVus8', '@CareWorkersFund', '10'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'OTHER', 'PERSON', 'PERSON', 'ORGANIZATION', 'OTHER', 'OTHER', 'PERSON', 'NUMBER']}",1,"It's the final weekend for Super Sunday. We're teaming up with participating Restaurant Partners to each donate  from orders to nhs charities together, and so you can use your wings for good T&amp;Cs apply."
1415,1415,Fri May 22 11:00:00 +0000 2020,1263786685143364096,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,0,4,16,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYnMC_GWoAAgr01.jpg,,JustEatUK,"{'google_entities_name': ['Thanks', 'The #BigNightIn Appeal', '@comicrelief', '@BBCCiN', '£400k', '400k'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'PRICE', 'NUMBER']}",1,"Thanks to you, we were able to come together with The big night in Appeal to raise k for and"
1416,1416,Thu May 21 14:28:16 +0000 2020,1263476709967479040,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,5,8,82,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYjFU_mX0AEcaeq.jpg,,JustEatUK,"{'google_entities_name': ['household heroes', 'comment', 'DM', 'GoodDeedFeed https://t.co/We4STbrYmA'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,Lets celebrate the household heroes DM us or comment and well give them a well deserved shout out. good deed feed
1417,1417,Thu May 21 14:27:16 +0000 2020,1263476456040141056,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",1,0,2,30,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYjFGcHWsAkfdyi.jpg,,JustEatUK,"{'google_entities_name': ['GoodDeedFeed https://t.co/3RLMm7xHWc', '3'], 'google_entities_type': ['OTHER', 'NUMBER']}",1,You know who they are. Lets give them a well deserved shout out good deed feed
1418,1418,Thu May 21 14:26:31 +0000 2020,1263476267405455104,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",1,9,2,63,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYjE7n0XgAYGZPU.jpg,,JustEatUK,"{'google_entities_name': ['GoodDeedFeed https://t.co/vQdm5BSWi8'], 'google_entities_type': ['OTHER']}",1,(And knows exactly what to order for you). good deed feed
1419,1419,Thu May 21 14:25:20 +0000 2020,1263475971191181056,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,0,1,16,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYcik6ZXQAIFSIv.jpg,,JustEatUK,"{'google_entities_name': ['GoodDeedFeed', 'shoutout', 'mate', 'legend', 'neighbour', 'hero', 'https://t.co/wqu26jBVjf'], 'google_entities_type': ['CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER']}",1,"Give them a good deed feed shoutout Tell us all about your legend of a mate, neighbour or local hero and how they made your day  better."
1420,1420,Thu May 21 11:00:01 +0000 2020,1263424300285153024,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,1,1,1,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EYcik6ZXQAIFSIv.jpg,,JustEatUK,"{'google_entities_name': ['legend', 'shoutout', 'neighbour', 'GoodDeedFeed', 'house', 'food run', 'litre', 'cuppa', 'milk', 'shout'], 'google_entities_type': ['OTHER', 'OTHER', 'PERSON', 'CONSUMER_GOOD', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']}",1,Give them a good deed feed shoutout Tell us all about the legend that went on a food run when you couldn't leave the house or the neighbour who dropped off a litre of milk when all you wanted was a cuppa. Lets give them the shout out they deserve.
1421,1421,Sun May 17 11:00:01 +0000 2020,1261974748839345920,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",1,1,8,23,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EX5kz0GWkAE0CZw.jpg,,JustEatUK,"{'google_entities_name': ['Restaurant Partners', 'orders', '@NHSCharities', '@NatEmergTrust', '@CareWorkersFund', 'T&amp', 'Cs', 'wings', 'https://t.co/VLUM6BCaJe', '10'], 'google_entities_type': ['ORGANIZATION', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'PERSON', 'ORGANIZATION', 'OTHER', 'OTHER', 'NUMBER']}",0,"On Sundays, were teaming up with participating Restaurant Partners to each donate  from orders to , and so you can use your wings for good every weekend T&amp;Cs apply."
1422,1422,Sat May 16 10:04:00 +0000 2020,1261598264693939968,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,25,10,24,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EX-A9rAX0AAHTDJ.jpg,,JustEatUK,"{'google_entities_name': ['squad', 'XBOX', 'COD squad', 'team', 'mates', '@CallofDutyUK.Tag', 'download', 'chance', '#JustEatCOD', 'CODMW2'], 'google_entities_type': ['ORGANIZATION', 'CONSUMER_GOOD', 'OTHER', 'ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART']}",2,"XBOX ONLY: Every squad needs to stick together, especially in .Tag your COD squad of four mates and well give the winning team a free download of the codmw2 each. Remember the hashtag just eat cod for your chance to win! T&amp;Cs apply."
1423,1423,Sun May 10 11:00:01 +0000 2020,1259438033260219904,25320756,Just Eat UK,JustEatUK,UK,http://www.just-eat.co.uk,"Want takeaway delivered to your door? You've come to the right place, we've got 50,000 restaurants to pick from. If you need us we're here to chat 3pm to 11pm.",0,13,4,15,en,131402,True,20955,469,296233,Thu Mar 19 15:41:42 +0000 2009,https://pbs.twimg.com/profile_images/1287666100990349312/aZlYX4ch_normal.jpg,https://pbs.twimg.com/media/EXau0pwXQAAjkYS.jpg,,JustEatUK,"{'google_entities_name': ['capes', 'heroes', 'Order', '20%', 'spend', 'worker charities', 'NHS', 'Restaurant Partners 🤝T&amp', 'Cs', 'https://t.co/hJMJrjhMcn'], 'google_entities_type': ['OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'ORGANIZATION', 'ORGANIZATION', 'ORGANIZATION', 'OTHER']}",0,"Not all heroes wear capes. Order on Sundays and  of your spend will go to NHS and key worker charities.  from us,  from participating Restaurant Partners T&amp;Cs apply."
